"Farm","cowid","birth_date","ear_tag_id"
409,109,2021-03-26,"840003259839460"
409,110,2016-09-19,"840003205405247"
409,111,2020-01-29,"840003211300691"
409,111,2020-01-29,"840003251558534"
409,112,2020-01-29,""
409,112,2020-01-29,"840003211300687"
409,112,2020-01-29,"840003269615208"
409,112,2020-01-29,NA
409,113,2019-03-26,"42WLU5024"
409,113,2019-03-26,"840003269615221"
409,116,2019-03-26,"42WLU5025"
409,116,2019-03-26,"840003269615198"
409,117,2018-12-01,"840003260177958"
409,118,2017-03-28,"840003250981416"
409,119,2021-03-26,"42WLU5026"
409,119,2021-03-26,"840003269615215"
409,120,2019-03-26,"840003262436244"
409,121,2021-03-26,"42WLU5027"
409,122,2019-01-22,"840003202970137"
409,123,2020-02-03,""
409,123,2020-02-03,"840003211300557"
409,123,2020-02-03,"840003269615190"
409,123,2020-02-03,NA
409,125,2021-03-26,"840003262436247"
409,126,2021-03-26,"840003269615220"
409,127,2021-03-26,"840003259839455"
409,128,2020-02-04,"840003211300716"
409,129,2017-01-13,"840003137838931"
409,131,2021-03-26,"840003269615216"
409,132,2019-01-28,"840003202970139"
409,133,2017-01-26,"840003137475536"
409,134,2019-01-31,"840003202970135"
409,136,2021-03-26,"840003259839474"
409,137,2021-03-26,"840003262436254"
409,138,2021-03-26,"840003259839462"
409,139,2017-01-23,"840003202970080"
409,141,2021-03-26,"840003262436242"
409,142,2021-03-26,"840003262436239"
409,145,2021-03-26,"840003269615212"
409,146,2021-03-26,"840003262436252"
409,149,2021-03-26,"840003269615219"
409,150,2021-03-26,"840003262436233"
409,151,2021-03-26,"840003269615195"
409,153,2021-03-26,"840003259839456"
409,154,2021-03-26,"840003262436243"
409,155,2021-03-26,"42WLU5034"
409,155,2021-03-26,"840003269615191"
409,156,2016-09-29,"840003137839687"
409,157,2020-02-12,"840003211300722"
409,159,2020-02-12,"840003211300636"
409,161,2021-03-26,"840003252641786"
409,164,2014-08-05,"840003139778183"
409,167,2020-02-14,"840003211304007"
409,170,2017-04-05,"840003136057715"
409,170,2017-04-05,"840003262436232"
409,178,2021-03-26,"840003269615213"
409,182,2020-02-19,"840003211304014"
409,183,2017-12-31,"840003200182644"
409,189,2017-04-16,"840003205405232"
409,190,2017-04-08,"840003146890893"
409,191,2021-03-26,"840003262436267"
409,192,2017-06-23,"840003202631822"
409,192,2017-06-23,"840003271932043"
409,193,2020-02-24,"840003211303933"
409,194,2017-03-20,"840003150438085"
409,195,2020-02-26,"840003211303964"
409,197,2017-05-25,"840003250981805"
409,205,2017-01-30,"840003202969284"
409,213,2017-01-22,"840003148981868"
409,215,2017-06-23,"840003202969769"
409,221,2021-03-26,"840003251558502"
409,223,2017-04-18,"840003205405885"
409,224,2021-03-26,"840003252641813"
409,230,2021-03-26,"840003251558510"
409,231,2017-03-20,"840003150438086"
409,237,2019-03-26,"840003252641788"
409,239,2016-11-26,"840003131536271"
409,240,2020-03-20,"840003219808569"
409,241,2017-05-11,"840003142899225"
409,242,2017-07-15,"840003140116949"
409,243,2017-05-18,"840003143144624"
409,244,2017-04-23,"840003140116922"
409,253,2016-05-05,"840003145048609"
409,254,2018-07-15,"840003205405314"
409,257,2017-04-17,"840003205405315"
409,260,2020-03-20,"840003219808735"
409,266,2017-06-02,"840003137475088"
409,269,2017-05-27,"840003132246248"
409,283,2016-12-13,"840003201000029"
409,289,2017-04-15,"840003259839447"
409,291,2016-10-10,"840003137475946"
409,292,2017-04-10,"840003146892086"
409,301,2018-07-15,"840003132246327"
409,302,2020-04-30,"840003137475168"
409,305,2017-06-21,"840003140561876"
409,311,2017-06-14,"840003260177943"
409,314,2020-03-20,"840003219808483"
409,319,2017-07-10,"840003142900758"
409,323,2017-05-18,"840003205405423"
409,323,2017-05-18,"840003269617220"
409,326,2017-04-09,"840003205405368"
409,330,2017-06-11,"840003205405432"
409,335,2017-06-13,"840003148981664"
409,336,2022-06-30,"840003272572852"
409,342,2023-07-22,"840003272572850"
409,344,2022-07-27,"840003258564565"
409,347,2017-07-12,"840003259839446"
409,354,2017-07-23,"840003132246546"
409,356,2022-08-10,"840003272572598"
409,357,2022-08-26,"840003258564517"
409,360,2018-07-15,"840003137475489"
409,361,2016-09-30,"840003140115830"
409,361,2022-08-21,"840003272572568"
409,364,2022-09-01,"840003258564504"
409,368,2022-09-23,"840003258564533"
409,369,2022-09-23,"840003272572978"
409,373,2022-10-15,"840003272572862"
409,374,2022-10-14,"840003272572710"
409,375,2022-10-15,"840003258564560"
409,376,2017-09-03,"840003202969293"
409,377,2017-09-28,"840003132246678"
409,379,2022-10-21,"840003272572872"
409,380,2022-10-23,"840003258564563"
409,386,2022-10-31,"840003258564536"
409,387,2022-10-31,"840003272572881"
409,390,2017-11-01,"840003202970039"
409,390,2022-11-04,"840003272572523"
409,391,2022-11-04,"840003258564551"
409,392,2017-09-21,"840003202969602"
409,392,2022-11-11,"840003258564540"
409,394,2022-11-15,"840003258564556"
409,396,2021-07-08,"840003137475170"
409,396,2022-11-17,"840003272572878"
409,398,2022-11-26,"840003272572855"
409,399,2022-12-02,"840003258564538"
409,400,2022-12-01,"840003254534735"
409,401,2019-04-30,"840003251767612"
409,402,2022-12-09,"840003272572867"
409,403,2023-06-20,"840003137475171"
409,404,2022-12-10,"840003272572519"
409,405,2022-12-22,"840003272572562"
409,406,2017-09-15,"840003139491168"
409,407,2021-07-08,"840003137475172"
409,407,2022-12-26,"840003258564521"
409,408,2023-01-03,"840003258564502"
409,409,2022-12-01,"840003242825528"
409,410,2023-01-08,"840003272572542"
409,411,2023-01-09,"840003258564562"
409,412,2023-01-11,"840003258564573"
409,413,2023-01-27,"840003272572869"
409,417,2023-02-07,"840003272572874"
409,418,2023-02-16,"840003258564577"
409,419,2023-02-18,"840003258564516"
409,420,2017-12-08,"840003137475492"
409,422,2023-02-28,"840003258564555"
409,423,2017-12-02,"840003202970127"
409,423,2023-02-28,"840003272572858"
409,424,2023-03-04,"840003272572609"
409,425,2017-08-02,"840003148981903"
409,428,2023-03-30,"840003272572623"
409,434,2017-07-26,"840003137475165"
409,438,2018-07-15,"840003200822799"
409,446,2019-03-26,"840003252641791"
409,447,2014-12-02,"840003202969433"
409,450,2018-12-20,"840003213851930"
409,453,2020-05-15,"840003219808797"
409,459,2020-05-15,"840003219808425"
409,459,2020-05-15,"840003251558503"
409,460,2017-11-20,"840003143868359"
409,467,2020-05-15,"840003219808260"
409,469,2018-01-28,"840003137475173"
409,475,2020-04-02,"840003137475419"
409,480,2021-03-26,"840003269615227"
409,481,2021-07-08,"840003137475174"
409,486,2017-12-02,"840003137475106"
409,488,2020-05-15,"840003219808340"
409,509,2020-05-10,"840003219808971"
409,514,2018-02-25,"840003205405449"
409,521,2016-07-01,"840003200822809"
409,522,2020-05-15,"840003219808350"
409,523,2017-07-16,"840003200822797"
409,526,2017-08-20,"840003201000253"
409,529,2017-09-17,"840003137475092"
409,531,2020-05-10,"840003219809207"
409,532,2020-05-10,"840003219809109"
409,542,2018-02-10,"840003149334907"
409,542,2018-02-10,"840003271932056"
409,545,2017-12-11,"840003147239533"
409,551,2020-05-10,"840003219808976"
409,554,2018-02-05,"840003149106187"
409,563,2020-05-10,"840003219808935"
409,564,2020-06-01,"840003219808317"
409,572,2017-12-12,"840003151732421"
409,580,2017-10-10,"840003259839470"
409,582,2018-03-15,"840003200822757"
409,590,2018-02-21,"840003202631834"
409,591,2021-03-26,"840003251558518"
409,592,2021-07-08,"840003137475175"
409,600,2021-03-26,"840003269615211"
409,601,2021-07-08,"840003137475177"
409,603,2015-01-20,"840003139778475"
409,606,2021-07-08,"840003137475178"
409,609,2021-07-08,"840003137475179"
409,610,2020-04-02,"840003137475155"
409,611,2021-03-26,"840003262436264"
409,616,2018-02-10,"840003147701650"
409,617,2020-04-02,"840003137475156"
409,618,2019-04-03,"840003137475157"
409,621,2021-03-26,"840003259839480"
409,622,2019-02-27,"840003137475158"
409,623,2019-02-14,"840003137475160"
409,624,2018-02-10,"840003147701702"
409,630,2017-06-26,"840003200691321"
409,631,2021-03-26,"840003251558517"
409,641,2015-02-04,"840003139778467"
409,644,2019-03-11,"840003137475163"
409,646,2017-10-15,"840003205405337"
409,648,2021-07-08,"840003137475164"
409,653,2018-05-05,"840003137475135"
409,653,2018-05-05,"840003205405335"
409,656,2018-01-20,"840003205405327"
409,667,2018-01-31,"840003148646188"
409,674,2014-11-20,"840003138406229"
409,680,2017-12-23,"840003143552549"
409,683,2018-03-20,"840003201949885"
409,686,2018-02-05,"840003147877282"
409,690,2018-05-25,"840003128568415"
409,700,2018-01-31,"840003143320878"
409,703,2018-05-18,"840003199710725"
409,711,2022-03-31,"840003262436273"
409,711,2022-03-31,NA
409,714,2018-04-28,"840003202631703"
409,716,2018-04-19,"840003202631710"
409,720,2018-04-04,"840003137475451"
409,723,2018-03-31,"840003213851555"
409,730,2018-05-13,"840003205405765"
409,735,2018-05-09,"840003205405670"
409,737,2017-01-06,"840003140920352"
409,745,2022-04-10,"840003250981408"
409,746,2022-04-11,"840003250981409"
409,748,2022-04-11,"840003250981410"
409,749,2022-04-11,"840003250981411"
409,750,2022-04-12,"840003250981412"
409,751,2018-03-23,"840003150465808"
409,752,2022-04-12,"840003250981413"
409,753,2022-04-12,"840003250981418"
409,754,2022-04-12,"840003250981420"
409,755,2018-01-09,"840003143552580"
409,755,2018-01-09,"840003259839476"
409,757,2022-04-13,"840003250981429"
409,759,2022-04-14,"840003250981430"
409,760,2022-04-15,"840003251558232"
409,761,2022-04-16,"840003251558233"
409,762,2022-04-16,"840003251558234"
409,764,2022-04-15,"840003251558235"
409,765,2022-04-16,"840003251558236"
409,766,2021-02-03,"840003230182165"
409,767,2022-04-17,"840003251558237"
409,768,2022-04-18,"840003251558238"
409,770,2022-04-18,"840003251558239"
409,771,2022-04-19,"840003251558240"
409,772,2022-04-19,"840003251558241"
409,773,2022-04-19,"840003251558242"
409,774,2022-04-19,"840003251558243"
409,775,2022-04-19,"840003251558244"
409,776,2018-05-15,"840003208405796"
409,778,2017-01-09,"840003127359060"
409,779,2022-04-20,"840003251558246"
409,780,2022-04-20,"840003251558248"
409,781,2022-04-20,"840003251558249"
409,782,2022-04-20,"840003251558247"
409,783,2022-04-21,"840003251558250"
409,784,2022-04-22,"840003251558251"
409,785,2022-04-23,"840003251558252"
409,786,2022-04-22,"840003251558253"
409,787,2022-04-23,"840003251558254"
409,788,2022-04-24,"840003251558255"
409,789,2022-04-24,"840003251558256"
409,790,2022-04-24,"840003251558256"
409,791,2021-03-26,"840003262436234"
409,792,2018-04-21,"840003151038647"
409,793,2018-06-07,"840003149986552"
409,794,2022-04-24,"840003251558259"
409,795,2022-04-26,"840003251558260"
409,796,2022-04-27,"840003251558261"
409,797,2022-04-27,"840003251558262"
409,799,2022-04-27,"840003251558263"
409,800,2022-04-27,"840003251558264"
409,801,2022-04-28,"840003251558265"
409,802,2022-04-30,"840003251558269"
409,803,2022-04-29,"840003251558267"
409,804,2022-04-29,"840003251558268"
409,805,2022-04-30,"840003251558270"
409,806,2022-05-01,"840003251558271"
409,808,2022-05-02,"840003251558272"
409,809,2022-05-02,"840003251558273"
409,810,2018-07-05,"840003148595193"
409,812,2022-05-04,"840003251558274"
409,813,2022-05-04,"840003251558275"
409,814,2018-07-12,"840003200823140"
409,815,2022-05-04,"840003251558276"
409,816,2022-05-04,"840003251558277"
409,817,2022-05-04,"840003251558278"
409,818,2022-05-04,"840003251558279"
409,819,2015-04-15,"840003139778866"
409,820,2022-05-05,"840003251558280"
409,822,2022-05-07,"840003252681414"
409,823,2022-05-06,"840003252681411"
409,824,2022-05-06,"840003252681412"
409,825,2022-05-06,"840003252681413"
409,826,2018-07-13,"840003199711610"
409,827,2022-05-09,"840003252681415"
409,828,2018-07-23,"840003200894718"
409,830,2019-02-27,"840003199711092"
409,831,2022-05-10,"840003252681416"
409,832,2022-05-11,"840003252681417"
409,833,2022-05-11,"840003252681418"
409,834,2017-12-31,"840003148695271"
409,835,2022-05-11,"840003252681419"
409,836,2022-05-13,"840003252681420"
409,837,2022-05-15,"840003252681421"
409,838,2022-05-15,"840003252681422"
409,839,2022-05-15,"840003252681423"
409,840,2022-05-15,"840003252681424"
409,841,2022-05-15,"840003252681425"
409,842,2022-05-15,"840003252681426"
409,843,2022-05-16,"840003252681428"
409,844,2022-05-17,"840003252681427"
409,845,2022-05-17,"840003252681429"
409,847,2022-05-18,"840003252681430"
409,848,2022-05-19,"840003252681431"
409,849,2022-05-19,"840003252681432"
409,850,2022-05-19,"840003252681433"
409,851,2022-05-19,"840003252681434"
409,852,2022-05-20,"840003252681435"
409,853,2022-05-20,"840003252681436"
409,855,2018-06-30,"840003128203408"
409,855,2018-06-30,"840003260177949"
409,856,2022-05-20,"840003252681437"
409,857,2022-05-20,"840003252681438"
409,858,2022-05-21,"840003252681440"
409,859,2022-05-21,"840003252681441"
409,860,2022-05-22,"840003252681442"
409,861,2022-05-23,"840003252681443"
409,862,2022-05-24,"840003252681445"
409,863,2022-05-24,"840003252681444"
409,864,2018-05-16,"840003137475342"
409,865,2022-05-24,"840003252681446"
409,866,2022-05-24,"840003252681447"
409,867,2022-05-25,"840003252681448"
409,868,2022-05-25,"840003252681449"
409,869,2022-05-25,"840003252681450"
409,870,2019-02-11,"840003202970132"
409,871,2022-05-24,"840003252681451"
409,872,2022-05-26,"840003252681452"
409,873,2022-05-26,"840003252681453"
409,874,2022-05-26,"840003252681456"
409,875,2019-05-05,"840003202970155"
409,876,2019-05-11,"840003202970152"
409,877,2018-05-28,"840003199710516"
409,878,2022-05-26,"840003252681454"
409,879,2022-05-28,"840003252681459"
409,880,2022-05-27,"840003252681457"
409,881,2022-05-27,"840003252681458"
409,882,2022-05-29,"840003252681460"
409,883,2022-05-30,"840003252641821"
409,884,2022-05-30,"840003252641822"
409,885,2022-05-30,"840003252641827"
409,887,2022-05-31,"840003252641825"
409,888,2022-05-31,"840003252641823"
409,889,2022-06-02,"840003252641834"
409,890,2022-06-03,"840003252641824"
409,891,2022-06-04,"840003252641826"
409,892,2022-06-05,"840003252641828"
409,893,2022-06-05,"840003252641829"
409,894,2022-06-04,"840003252641830"
409,895,2022-06-05,"840003252641831"
409,896,2022-06-05,"840003252641832"
409,897,2022-06-06,"840003252641833"
409,898,2022-06-06,"840003252641835"
409,899,2022-06-06,"840003252641836"
409,900,2022-06-07,"840003252641837"
409,901,2022-06-07,"840003252641838"
409,902,2022-06-07,"840003252641839"
409,903,2022-06-07,"840003252641840"
409,904,2018-06-27,"840003128203397"
409,905,2022-06-08,"840003252641841"
409,906,2022-06-06,"840003252641842"
409,907,2022-06-08,"840003252641843"
409,909,2022-06-09,"840003252641844"
409,910,2022-06-09,"840003252641845"
409,911,2022-06-09,"840003252641846"
409,912,2017-03-01,"840003213101352"
409,913,2022-06-09,"840003252641847"
409,914,2022-06-09,"840003252641848"
409,915,2018-07-13,"840003199711798"
409,915,2018-07-13,"840003271932051"
409,916,2022-06-09,"840003252641849"
409,917,2022-06-11,"840003252641850"
409,918,2022-06-11,"840003252641851"
409,919,2022-06-12,"840003252641852"
409,920,2022-06-12,"840003252641853"
409,921,2022-06-12,"840003252641854"
409,922,2022-06-13,"840003252641855"
409,923,2022-06-13,"840003252641856"
409,924,2022-06-14,"840003252641857"
409,925,2022-06-14,"840003252641858"
409,926,2022-06-14,"840003252641859"
409,929,2022-06-15,"840003252641860"
409,930,2022-06-16,""
409,930,2022-06-16,NA
409,931,2022-06-16,"840003252641870"
409,932,2022-06-16,"840003252641869"
409,933,2022-06-16,"840003252641862"
409,934,2022-06-17,"840003252641863"
409,935,2022-06-17,"840003252641864"
409,936,2022-06-17,"840003252641865"
409,937,2018-07-10,"840003205405204"
409,938,2022-06-17,"840003252641866"
409,939,2022-06-17,"840003252641867"
409,941,2022-06-17,"840003252641868"
409,942,2022-06-19,"840003250981681"
409,943,2018-06-14,"840003208406269"
409,945,2016-09-01,"840003137475131"
409,946,2022-06-19,"840003250981682"
409,947,2022-06-19,"840003250981683"
409,948,2022-06-19,"840003250981684"
409,949,2022-06-20,"840003250981685"
409,950,2022-06-19,"840003250981686"
409,951,2022-06-21,"840003250981688"
409,952,2022-06-21,"840003250981689"
409,953,2022-06-21,"840003250981687"
409,954,2022-06-20,"840003250981691"
409,956,2022-06-22,"840003250981692"
409,957,2022-06-22,"840003250981693"
409,958,2022-06-23,"840003250981694"
409,959,2022-06-23,"840003250981695"
409,960,2021-03-26,"840003262436237"
409,961,2022-06-24,"840003250981696"
409,962,2022-06-24,"840003250981697"
409,963,2022-06-24,"840003250981698"
409,964,2022-06-24,"840003250981699"
409,965,2016-09-30,"840003137475144"
409,966,2018-04-01,"840003200688950"
409,967,2022-06-24,"840003250981700"
409,968,2022-06-25,"840003250981701"
409,969,2022-06-25,"840003250981702"
409,970,2022-06-25,"840003250981703"
409,971,2022-06-25,"840003250981704"
409,972,2022-06-26,"840003250981705"
409,973,2022-06-26,"840003250981708"
409,974,2022-06-27,"840003250981710"
409,975,2022-06-27,"840003250981711"
409,976,2022-06-28,"840003250981712"
409,977,2022-06-28,"840003250981714"
409,978,2022-06-28,"840003250981716"
409,979,2022-06-29,"840003250981717"
409,980,2022-06-28,"840003250981721"
409,981,2022-06-28,"840003250981722"
409,982,2022-06-29,"840003250981727"
409,983,2022-06-29,"840003250981730"
409,984,2022-06-29,"840003250981531"
409,985,2022-06-29,"840003250981532"
409,986,2022-06-30,"840003250981533"
409,987,2022-06-30,"840003250981534"
409,988,2022-07-01,"840003250981535"
409,989,2022-07-02,"840003250981536"
409,990,2022-07-02,"840003250981537"
409,991,2022-07-02,"840003250981538"
409,992,2022-07-02,"840003250981539"
409,993,2022-07-02,"840003250981540"
409,994,2018-04-01,"840003146875572"
409,995,2018-07-27,"840003205405829"
409,995,2018-07-27,"840003269617219"
409,996,2022-07-03,"840003250981541"
409,997,2022-07-02,"840003250981542"
409,998,2022-07-04,"840003250981543"
409,1000,2022-07-04,"840003250981544"
409,1001,2022-07-05,"840003250981545"
409,1002,2022-07-06,"840003250981546"
409,1003,2022-07-06,"840003250981547"
409,1004,2022-07-06,"840003250981548"
409,1005,2022-07-07,"840003250981549"
409,1006,2016-08-29,"840003240097051"
409,1007,2022-07-08,"840003250981550"
409,1008,2022-07-09,"840003250981551"
409,1009,2022-07-09,"840003250981552"
409,1010,2022-07-09,"840003250981553"
409,1011,2019-02-10,"840003259839453"
409,1012,2022-07-09,"840003250981554"
409,1013,2022-07-09,"840003250981555"
409,1014,2022-07-10,"840003250981556"
409,1015,2022-07-11,"840003250981557"
409,1016,2022-07-11,"840003250981558"
409,1017,2022-07-11,"840003250981559"
409,1018,2022-07-11,"840003250981560"
409,1019,2022-07-11,"840003250981561"
409,1020,2022-07-11,"840003250981562"
409,1021,2022-07-11,"840003250981563"
409,1022,2022-07-12,"840003250981564"
409,1023,2022-07-12,"840003250981565"
409,1024,2018-07-24,"840003140561156"
409,1025,2022-07-12,"840003250981566"
409,1026,2022-07-13,"840003250981567"
409,1028,2022-07-13,"840003250981568"
409,1030,2022-07-14,"840003250981570"
409,1031,2022-07-14,"840003250981571"
409,1033,2016-07-31,"840003140016516"
409,1035,2022-07-15,"840003250981572"
409,1036,2022-07-15,"840003250981573"
409,1038,2022-07-15,"840003250981574"
409,1039,2022-07-16,"840003250981575"
409,1040,2022-07-16,"840003250981576"
409,1044,2016-01-01,"840003140016503"
409,1045,2022-07-16,"840003250981578"
409,1046,2022-07-16,"840003250981579"
409,1048,2022-07-16,"840003250981580"
409,1049,2022-07-16,"840003250981831"
409,1050,2022-07-18,"840003250981832"
409,1051,2022-07-18,"840003250981833"
409,1052,2022-07-18,"840003250981834"
409,1053,2022-07-18,"840003250981835"
409,1054,2022-07-19,"840003250981836"
409,1055,2016-07-05,"840003205405299"
409,1056,2022-07-19,"840003250981837"
409,1057,2017-01-23,"840003250981690"
409,1058,2016-07-05,"840003202969460"
409,1059,2022-07-19,"840003250981838"
409,1060,2022-07-19,"840003250981839"
409,1062,2022-07-21,"840003250981840"
409,1063,2022-07-22,"840003250981841"
409,1064,2022-07-22,"840003250981842"
409,1065,2022-07-22,"840003250981843"
409,1067,2022-07-22,"840003250981844"
409,1068,2022-07-22,"840003250981845"
409,1071,2017-01-07,"840003140114188"
409,1072,2022-07-22,"840003250981846"
409,1073,2022-07-23,"840003250981847"
409,1074,2017-03-08,"840003137475202"
409,1075,2022-07-23,"840003250981848"
409,1076,2022-07-24,"840003250981849"
409,1077,2022-07-24,"840003250981850"
409,1078,2022-07-23,"840003250981851"
409,1079,2022-07-24,"840003250981852"
409,1080,2018-04-01,"840003128568356"
409,1081,2022-07-25,"840003250981853"
409,1082,2016-08-18,"840003137475130"
409,1083,2022-07-25,"840003250981854"
409,1084,2022-07-25,"840003250981855"
409,1085,2022-07-25,"840003250981856"
409,1086,2015-07-25,"840003139778565"
409,1087,2022-07-26,"840003250981857"
409,1089,2016-09-07,"840003137475331"
409,1091,2017-02-06,"840003140115111"
409,1094,2022-07-26,"840003250981858"
409,1095,2022-07-26,"840003250981859"
409,1096,2022-07-27,"840003250981860"
409,1097,2017-02-05,"840003132245745"
409,1098,2017-03-08,"840003207953363"
409,1099,2022-07-27,"840003250981861"
409,1100,2022-07-28,"840003250981862"
409,1101,2022-07-28,"840003250981863"
409,1102,2022-07-28,"840003250981864"
409,1103,2022-07-28,"840003250981865"
409,1104,2022-07-28,"840003250981866"
409,1105,2022-07-29,"840003250981867"
409,1106,2022-07-29,"840003250981868"
409,1107,2022-07-29,"840003250981869"
409,1108,2022-07-29,"840003250981870"
409,1109,2017-01-05,"840003131537394"
409,1110,2022-07-30,"840003250981871"
409,1111,2022-07-30,"840003250981872"
409,1112,2022-07-31,"840003250981873"
409,1113,2017-02-20,"840003139870745"
409,1114,2022-07-31,"840003250981874"
409,1115,2017-02-05,"840003131537686"
409,1116,2022-08-01,"840003250981875"
409,1117,2021-03-26,"840003269615204"
409,1118,2017-03-03,"840003140115800"
409,1119,2022-08-01,"840003250981876"
409,1120,2022-08-01,"840003250981877"
409,1121,2022-08-01,"840003250981878"
409,1122,2022-08-03,"840003250981879"
409,1123,2022-08-03,"840003250981880"
409,1124,2022-08-04,"840003250981731"
409,1125,2022-08-04,"840003250981732"
409,1126,2022-08-04,"840003250981733"
409,1127,2022-08-05,"840003250981734"
409,1128,2017-02-01,"840003132245946"
409,1129,2017-03-25,"840003131890938"
409,1129,2017-03-25,"840003251558512"
409,1130,2022-08-05,"840003250981735"
409,1131,2022-08-06,"840003250981736"
409,1132,2022-08-07,"840003250981737"
409,1133,2022-08-07,"840003250981738"
409,1134,2017-02-16,"840003202969295"
409,1135,2022-08-07,"840003250981739"
409,1136,2022-08-07,"840003250981740"
409,1138,2022-08-08,"840003250981741"
409,1139,2022-08-08,"840003250981742"
409,1140,2022-08-08,"840003250981743"
409,1141,2022-08-08,"840003250981744"
409,1142,2022-08-08,"840003250981745"
409,1143,2016-09-04,"840003137839560"
409,1144,2022-08-08,"840003250981746"
409,1146,2022-08-08,"840003250981747"
409,1147,2022-08-09,"840003250981748"
409,1148,2017-01-20,"840003208406267"
409,1149,2017-02-01,"840003132245763"
409,1150,2022-08-09,"840003250981749"
409,1151,2022-08-09,"840003250981750"
409,1152,2022-08-09,"840003250981751"
409,1153,2022-08-09,"840003250981757"
409,1154,2016-12-29,"840003132245543"
409,1155,2022-08-09,"840003250981754"
409,1156,2022-08-10,"840003250981752"
409,1157,2022-08-10,"840003250981753"
409,1158,2022-08-11,"840003250981755"
409,1159,2022-08-11,"840003250981760"
409,1160,2022-08-11,"840003250981761"
409,1161,2022-08-12,"840003250981762"
